-79	0.000000
-27	0.000063
26	0.000125
-131	0.000188
-149	0.000250
-96	0.000313
-122	0.000375
-201	0.000438
-192	0.000500
-61	0.000562
-201	0.000625
-244	0.000687
-297	0.000750
-253	0.000812
-105	0.000875
-140	0.000937
-323	0.001000
-149	0.001063
17	0.001125
-53	0.001187
-9	0.001250
-96	0.001313
-88	0.001375
-44	0.001437
0	0.001500
-27	0.001563
-44	0.001625
8	0.001687
26	0.001750
87	0.001813
52	0.001875
52	0.001937
26	0.002000
34	0.002063
43	0.002125
78	0.002188
34	0.002250
-79	0.002312
-44	0.002375
-122	0.002437
-131	0.002500
-122	0.002563
-35	0.002625
-114	0.002687
-262	0.002750
-79	0.002812
-35	0.002875
-53	0.002938
-18	0.003000
95	0.003063
43	0.003125
0	0.003187
95	0.003250
78	0.003312
174	0.003375
121	0.003438
17	0.003500
78	0.003563
87	0.003625
34	0.003687
34	0.003750
26	0.003812
104	0.003875
130	0.003938
52	0.004000
-27	0.004063
-27	0.004125
8	0.004188
-35	0.004250
17	0.004313
-114	0.004375
-157	0.004437
-18	0.004500
-27	0.004562
-96	0.004625
-53	0.004687
-61	0.004750
52	0.004812
121	0.004875
-9	0.004938
-9	0.005000
8	0.005063
78	0.005125
17	0.005188
104	0.005250
139	0.005313
17	0.005375
-18	0.005437
34	0.005500
69	0.005562
-27	0.005625
-18	0.005687
-27	0.005750
-122	0.005812
-79	0.005875
26	0.005938
-70	0.006000
-122	0.006063
-140	0.006125
-279	0.006188
-157	0.006250
-44	0.006313
-140	0.006375
-140	0.006437
-9	0.006500
60	0.006562
113	0.006625
148	0.006687
156	0.006750
243	0.006812
156	0.006875
139	0.006938
235	0.007000
174	0.007063
52	0.007125
69	0.007188
26	0.007250
-53	0.007313
-105	0.007375
-114	0.007437
-88	0.007500
-244	0.007562
-70	0.007625
0	0.007687
78	0.007750
95	0.007812
34	0.007875
104	0.007938
113	0.008000
95	0.008063
69	0.008125
87	0.008188
130	0.008250
130	0.008313
-70	0.008375
-70	0.008438
-44	0.008500
0	0.008563
43	0.008625
-9	0.008688
26	0.008750
-9	0.008812
95	0.008875
104	0.008937
69	0.009000
217	0.009062
148	0.009125
0	0.009187
26	0.009250
87	0.009312
52	0.009375
-18	0.009437
-96	0.009500
43	0.009562
95	0.009625
8	0.009687
8	0.009750
60	0.009813
113	0.009875
34	0.009938
87	0.010000
104	0.010063
113	0.010125
130	0.010188
26	0.010250
121	0.010313
148	0.010375
191	0.010438
113	0.010500
69	0.010563
148	0.010625
60	0.010688
-27	0.010750
60	0.010812
87	0.010875
8	0.010937
156	0.011000
130	0.011062
17	0.011125
-70	0.011187
-122	0.011250
-88	0.011312
-105	0.011375
-44	0.011437
-44	0.011500
-70	0.011562
-70	0.011625
-96	0.011687
-96	0.011750
17	0.011813
165	0.011875
104	0.011938
87	0.012000
174	0.012063
278	0.012125
261	0.012188
113	0.012250
156	0.012313
235	0.012375
182	0.012438
78	0.012500
174	0.012563
200	0.012625
139	0.012688
130	0.012750
60	0.012812
95	0.012875
69	0.012937
43	0.013000
34	0.013062
34	0.013125
-105	0.013187
-175	0.013250
0	0.013312
-18	0.013375
-131	0.013437
-140	0.013500
-35	0.013562
-27	0.013625
-114	0.013688
-149	0.013750
-44	0.013813
-27	0.013875
